OBJECTID,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
4637,Meadow Solar,USA0060756,3.000000000000000,42.230100000000000,-71.133300000000006,Solar,,,,2017.000000000000000,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,4.133,1.337783004000000
4638,Meadowbrook Solar Farm,USA0059936,5.000000000000000,35.555399999999999,-80.385900000000007,Solar,,,,2016.000000000000000,Meadowbrook Solar Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.476,9.635,2.229638340000000
4639,Meadows PV 1,USA0059513,20.000000000000000,35.836900000000000,-77.126900000000006,Solar,,,,2016.000000000000000,Fresh Air Energy XVIII  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,15.427,33.26,8.918553359000001
4640,Mechanic Falls,USA0054123,1.400000000000000,44.111199999999997,-70.390699999999995,Hydro,,,,1986.000000000000000,KEI (Maine) Power Management (IV) LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17413,2017,3.77685,3.09177,2.363,2.365,2.269,
4641,Mecklenburg Power Station,USA0052007,139.800000000000011,36.600000000000001,-78.530000000000001,Coal,,,,1992.000000000000000,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18753,2017,370.924005,454.699996,335.919,299.716,151.101996,
4642,Medford DPC Solar,USA0060894,2.000000000000000,45.162999999999997,-90.372900000000001,Solar,,,,2017.000000000000000,SoCore Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,2.845,0.891855336000000
4643,Medford Operation,USA0056193,8.500000000000000,42.355499999999999,-122.904600000000002,Waste,Gas,,,1961.294118000000026,Boise Cascade Wood Products LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,,,,
4644,Medford WWTP,USA0059277,1.300000000000000,39.922199999999997,-74.806700000000006,Solar,,,,2013.000000000000000,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.789,1.966,2.029,1.956,1.86,
4645,Medical Area Total Energy Plant,USA0010883,101.599999999999994,42.336799999999997,-71.108099999999993,Gas,Oil,,,1993.005906000000095,Medical Area Total Egy Plt Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,238.429821,252.177242,243.248115,241.071645,279.415002,
4646,Medicine Bow,USA0000692,6.100000000000000,41.835299999999997,-106.242800000000003,Wind,,,,1999.032787000000098,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45226,2017,17.893,10.317,14.703,8.182,18.217,
4647,Medway Hydro,USA0055288,4.000000000000000,45.607199999999999,-68.545299999999997,Hydro,,,,1923.799999999999955,Brookfield Black Bear Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,29.712,32.399,29.357,27.22,29.772,
4648,Mehoopany Wind Energy LLC,USA0057769,140.800000000000011,41.420600000000000,-76.049199999999999,Wind,,,,2013.000000000000000,AE Power Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63816,2017,360.263,395.961,389.056,409.855,376.154,
4649,Meldahl Hydroelectric Project,USA0056872,105.000000000000000,38.791400000000003,-84.173000000000002,Hydro,,,,2016.000000000000000,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53802,2017,,,,379.397,494.711,4797.783983000000262
4650,Melinda Solar,USA0059502,5.000000000000000,36.248699999999999,-78.347499999999997,Solar,,,,2015.000000000000000,Melinda Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.62,8.765,8.921,2.229638340000000
4651,Melrose,USA0001994,8.199999999999999,45.674999999999997,-94.815299999999993,Oil,,,,1963.256098000000065,Melrose Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25991,2017,0,0,0,0.077,0.067,
4652,Melrose 2,USA0058929,1.000000000000000,45.676400000000001,-94.801900000000003,Oil,,,,2014.000000000000000,Melrose Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25991,2017,,0,0,0.007,0.006,
4653,Melton Hill,USA0003408,72.000000000000000,35.885300000000001,-84.300299999999993,Hydro,,,,1964.000000000000000,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34356,2017,211.371,149.741,151.872,112.664,66.92,
4654,Memphis,USA0002145,8.800000000000001,40.457799999999999,-92.180999999999997,Oil,Gas,,,1974.761363999999958,City of Memphis - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26001,2017,0.016,0.022,0.001,0.003,0,
4655,Mendota Hills  LLC,USA0056160,50.399999999999999,41.719400000000000,-89.049199999999999,Wind,,,,2003.000000000000000,Leeward Asset Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50885,2017,78.993,76.778,80.453,82.357,98.641,
4656,Menominee Mill Marinette,USA0050409,1.800000000000000,45.106900000000003,-87.637799999999999,Hydro,,,,1954.000000000000000,N E W Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32273,2017,13.898,14.743,15.345,12.698,16.181,
4657,Menomonie,USA0004009,5.400000000000000,44.884200000000000,-91.929400000000001,Hydro,,,,1958.000000000000000,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28268,2017,16.945,29.477,29.644,31.732,29.702,
4658,Meramec,USA0002104,1041.000000000000000,38.401699999999998,-90.335800000000006,Coal,Gas,Oil,Other,1961.335735000000113,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35259,2017,2480.927973,0,0,1663.303969,929.775996,
4659,Merced Falls,USA0000258,3.400000000000000,37.523000000000003,-120.329899999999995,Hydro,,,,1930.000000000000000,Merced Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29403,2017,7.141,4.334,-0.078,7.997,13.181,
4660,Merced Solar LLC,USA0059265,1.500000000000000,37.267800000000001,-120.484399999999994,Solar,,,,2015.000000000000000,Merced Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0,2.653,3.625,3.357,
4661,Mercer County Community College,USA0058882,7.500000000000000,40.255800000000001,-74.645300000000006,Solar,,,,2013.000000000000000,Sunlight General Mercer Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65416,2017,1.73,10.782,11.081,11.099,10.459,
4662,Mercer Mall,USA0058070,1.100000000000000,40.290599999999998,-74.681899999999999,Solar,,,,2012.000000000000000,FRIT Solar Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.666,1.577,1.651,1.558,1.52658,
4663,Merck,USA0059905,2.100000000000000,38.383200000000002,-78.643699999999995,Solar,,,,2017.000000000000000,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,3.701,0.936448103000000
4664,Merck - Upper Gwynedd Solar Array,USA0061198,1.500000000000000,40.215400000000002,-75.283100000000005,Solar,,,,2011.000000000000000,Merck - Upper Gwynedd Solar Array,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.76,1.579,0.668891502000000
4665,Merck Rahway Power Plant,USA0010224,21.300000000000001,40.615600000000001,-74.265299999999996,Gas,Oil,Solar,,2000.995304999999917,Merck & Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26043,2017,25.732,30.404,14.872,0,16.53,
4666,Mercy Medical Center,USA0058163,2.600000000000000,40.688299999999998,-73.630799999999994,Oil,,,,1986.461538000000019,Mercy Medical Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.001,0.001,0.001,0.023,0.008,
4667,Meridian,USA0007719,9.000000000000000,32.550800000000002,-88.606700000000004,Oil,,,,1998.000000000000000,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,41318,2017,0.096,0.072,0,0.043,0.011,
4668,Meridian Vineyards,USA0057982,1.100000000000000,35.670299999999997,-120.566900000000004,Solar,,,,2011.000000000000000,X-Elio North America Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59528,2017,1.919,,1.981,1.837,1.759,0.490520435000000
4669,Meriwether Farm,USA0060579,5.000000000000000,36.288899999999998,-78.604600000000005,Solar,,,,2016.000000000000000,Meriwether Farm  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,2.642,9.368,2.229638340000000
4670,Merl Parr,USA0001097,36.000000000000000,43.056300000000000,-92.693200000000004,Gas,,,,1969.000000000000000,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26330,2017,0,0,0,0,0.162,
4671,Merom,USA0006213,1080.000000000000000,39.069400000000002,-87.510800000000003,Coal,Oil,,,1982.500000000000000,Hoosier Energy R E C  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22326,2017,5955.053968,6444.869045,5178.427991,6075.510974,4909.661987,
4672,Merrill,USA0004068,2.300000000000000,45.178600000000003,-89.685000000000002,Hydro,,,,1960.695652000000109,Wisconsin Public Service Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37253,2017,9.768,8.956,10.201,11.366,8.772,
4673,Merrimac Solar,USA0058561,1.500000000000000,42.833100000000002,-70.991900000000001,Solar,,,,2014.000000000000000,Consolidated Edison Development Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,102065,2017,0,2.326,2.341,2.48,2.284,
4674,Merrimack,USA0002364,496.399999999999977,43.141100000000002,-71.469200000000001,Coal,Oil,,,1966.435535999999956,Public Service Co of NH,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30827,2017,1318.603018,1152.849969,791.198,360.409003,238.241004,
4675,Merwin,USA0003847,136.000000000000000,45.956699999999998,-122.554400000000001,Hydro,,,,1946.551470999999992,PacifiCorp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29525,2017,460.852,579.582,398.837,560.116,629.623,
4676,Mesa PV1,USA0059199,1.600000000000000,39.067200000000000,-108.509100000000004,Solar,,,,2015.000000000000000,Fresh Air Energy VIII LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.001,3.303,3.33036,3.36798,
4677,Mesa Wind Power Corp,USA0050535,29.899999999999999,33.946100000000001,-116.676900000000003,Wind,,,,1984.000000000000000,Brookfield Energy Marketing LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26098,2017,29.671,5.007,9.308,7.261,5.21,
4678,Mesalands Comm College Wind Turbine,USA0057106,1.500000000000000,35.170000000000002,-103.739999999999995,Wind,,,,2009.000000000000000,Mesalands Community College,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58591,2017,3.141,3.107,2.837,2.772,2.761,
4679,Mesquite Creek LFGTE Project,USA0057167,3.200000000000000,29.737200000000001,-98.022800000000004,Waste,,,,2011.000000000000000,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63282,2017,22.904,22.089,25.884,24.108,24.309,
4680,Mesquite Creek Wind,USA0059332,211.199999999999989,32.700000000000003,-101.741100000000003,Wind,,,,2015.000000000000000,Mesquite Creek Wind  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,552.915,727.86,690.551,37.468475800000000
4681,Mesquite Generating Station Block 1,USA0058557,691.600000000000023,33.344999999999999,-112.864199999999997,Gas,,,,2003.000000000000000,Salt River Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,578.375,1797.783,2370.772,1980,1982.681,
4682,Mesquite Generating Station Block 2,USA0055481,691.600000000000023,33.344999999999999,-112.864199999999997,Gas,,,,2004.000000000000000,CAMS,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4343.025,3393.145,3290.692,2507.692,2961.647,
4683,Mesquite Lake Energy Park Plant 2,USA0050363,21.000000000000000,32.903799999999997,-115.511899999999997,Waste,,,,1987.000000000000000,Mesquite Lake Energy Park,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,0.000000000000000
4684,Mesquite Lake Water & Power Plant 1,USA0057154,18.100000000000001,32.906599999999997,-115.513700000000000,Waste,,,,2009.000000000000000,Mesquite Lake Water & Power Plant 1,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,0.000000000000000
4685,Mesquite Solar 1,USA0057707,170.000000000000000,33.341799999999999,-112.903999999999996,Solar,,,,2012.000000000000000,Mesquite Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62496,2017,413.611,408.218,397.599,408.25,413.734,
